"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.dim1","Input.dim2","Input.url1","Input.url2","Answer.equal.label","Approve","Reject"
"3EPG8DX9LKQC08MOGFR38Y6UQ6XP5U","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","33PPUNGG385Y6JKMQX7ARH8OK8ZRZ9","A14W0AXTJ3R19V","Submitted","Mon Nov 20 10:19:25 PST 2023","Mon Nov 20 10:23:47 PST 2023","Thu Nov 23 10:23:47 PST 2023","","","","262","0% (0/0)","0% (0/0)","0% (0/0)","baseline","fake1","https://i.imgur.com/pqlaJCV.png","https://i.imgur.com/HSOKq2h.png","Argument 1"
"3EPG8DX9LKQC08MOGFR38Y6UQ6XP5U","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","345LHZDEDXSP1I5A9K76SRQTCC53UT","A2TBXASXZIRNNW","Submitted","Mon Nov 20 10:19:28 PST 2023","Mon Nov 20 10:24:29 PST 2023","Thu Nov 23 10:24:29 PST 2023","","","","301","100% (22/22)","100% (22/22)","100% (22/22)","baseline","fake1","https://i.imgur.com/pqlaJCV.png","https://i.imgur.com/HSOKq2h.png","Argument 1"
"3EPG8DX9LKQC08MOGFR38Y6UQ6XP5U","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3D8YOU6S9EKOY1SSSM54ZU2DM36U6P","A3HAPMZV7CYDY8","Submitted","Mon Nov 20 10:19:15 PST 2023","Mon Nov 20 10:28:47 PST 2023","Thu Nov 23 10:28:47 PST 2023","","","","572","0% (0/0)","0% (0/0)","0% (0/0)","baseline","fake1","https://i.imgur.com/pqlaJCV.png","https://i.imgur.com/HSOKq2h.png","Argument 2"
"3EPG8DX9LKQC08MOGFR38Y6UQ6XP5U","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3K3R2QNK8B3BGKUQQT8GJ4TFC4EU90","A3GK90X2QOFR53","Submitted","Mon Nov 20 10:19:17 PST 2023","Mon Nov 20 10:33:21 PST 2023","Thu Nov 23 10:33:21 PST 2023","","","","844","0% (0/0)","0% (0/0)","0% (0/0)","baseline","fake1","https://i.imgur.com/pqlaJCV.png","https://i.imgur.com/HSOKq2h.png","Argument 1"
"3EPG8DX9LKQC08MOGFR38Y6UQ6XP5U","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","38BQUHLA9W0VAZTNJG0CPK7AUHXOMG","A38DC3BG1ZCVZ2","Submitted","Mon Nov 20 10:38:45 PST 2023","Mon Nov 20 10:42:29 PST 2023","Thu Nov 23 10:42:29 PST 2023","","","","224","0% (0/0)","0% (0/0)","0% (0/0)","baseline","fake1","https://i.imgur.com/pqlaJCV.png","https://i.imgur.com/HSOKq2h.png","Argument 1"
"3FTID4TN8LYKBBHAZP3T2EV3G10YLL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3CN4LGXD5XOR0N8JJZ9E5HOCM0BY46","A14W0AXTJ3R19V","Submitted","Mon Nov 20 10:18:53 PST 2023","Mon Nov 20 10:19:50 PST 2023","Thu Nov 23 10:19:50 PST 2023","","","","57","0% (0/0)","0% (0/0)","0% (0/0)","knowledge","similarity","https://i.imgur.com/Yyt2XXr.png","https://i.imgur.com/1fxvGLN.png","Argument 1"
"3FTID4TN8LYKBBHAZP3T2EV3G10YLL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3LKC68YZ3A3RFBN1NI6ZYI91SJBOW7","A3GK90X2QOFR53","Submitted","Mon Nov 20 10:18:53 PST 2023","Mon Nov 20 10:21:48 PST 2023","Thu Nov 23 10:21:48 PST 2023","","","","175","0% (0/0)","0% (0/0)","0% (0/0)","knowledge","similarity","https://i.imgur.com/Yyt2XXr.png","https://i.imgur.com/1fxvGLN.png","Argument 1"
"3FTID4TN8LYKBBHAZP3T2EV3G10YLL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3CPLWGV3MOZYLUAHTSWU591L48M9NO","A2TBXASXZIRNNW","Submitted","Mon Nov 20 10:19:58 PST 2023","Mon Nov 20 10:25:34 PST 2023","Thu Nov 23 10:25:34 PST 2023","","","","336","100% (22/22)","100% (22/22)","100% (22/22)","knowledge","similarity","https://i.imgur.com/Yyt2XXr.png","https://i.imgur.com/1fxvGLN.png","Argument 1"
"3FTID4TN8LYKBBHAZP3T2EV3G10YLL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3X4MXAO0BGOUCOFHFAN3SDE636VWRO","A3HAPMZV7CYDY8","Submitted","Mon Nov 20 10:20:07 PST 2023","Mon Nov 20 10:29:09 PST 2023","Thu Nov 23 10:29:09 PST 2023","","","","542","0% (0/0)","0% (0/0)","0% (0/0)","knowledge","similarity","https://i.imgur.com/Yyt2XXr.png","https://i.imgur.com/1fxvGLN.png","Argument 2"
"3FTID4TN8LYKBBHAZP3T2EV3G10YLL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","39KFRKBFINVV4GI12JONJFUH3RBYOG","A38DC3BG1ZCVZ2","Submitted","Mon Nov 20 10:20:05 PST 2023","Mon Nov 20 10:30:45 PST 2023","Thu Nov 23 10:30:45 PST 2023","","","","640","0% (0/0)","0% (0/0)","0% (0/0)","knowledge","similarity","https://i.imgur.com/Yyt2XXr.png","https://i.imgur.com/1fxvGLN.png","Argument 1"
"3VMV5CHJZ8F88X4FESJEH5YG5IWTGL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","38F71OA9GTW14MGUKDHM2QYW2G6MFS","A3GK90X2QOFR53","Submitted","Mon Nov 20 10:18:48 PST 2023","Mon Nov 20 10:19:39 PST 2023","Thu Nov 23 10:19:39 PST 2023","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","baseline","identity","https://i.imgur.com/pKAdoCv.png","https://i.imgur.com/gquD07O.png","Argument 1"
"3VMV5CHJZ8F88X4FESJEH5YG5IWTGL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","373ERPL3YO82K7BNK5IS5T77ZCDRTT","A2TBXASXZIRNNW","Submitted","Mon Nov 20 10:19:14 PST 2023","Mon Nov 20 10:22:32 PST 2023","Thu Nov 23 10:22:32 PST 2023","","","","198","100% (22/22)","100% (22/22)","100% (22/22)","baseline","identity","https://i.imgur.com/pKAdoCv.png","https://i.imgur.com/gquD07O.png","Argument 1"
"3VMV5CHJZ8F88X4FESJEH5YG5IWTGL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3KKG4CDWKIYCZM0BBNHY60VLDRR94T","A14W0AXTJ3R19V","Submitted","Mon Nov 20 10:19:21 PST 2023","Mon Nov 20 10:23:33 PST 2023","Thu Nov 23 10:23:33 PST 2023","","","","252","0% (0/0)","0% (0/0)","0% (0/0)","baseline","identity","https://i.imgur.com/pKAdoCv.png","https://i.imgur.com/gquD07O.png","Argument 1"
"3VMV5CHJZ8F88X4FESJEH5YG5IWTGL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3VJ40NV2QINZNUJ7SD1OBY22OPTOTH","AKSJ3C5O3V9RB","Submitted","Mon Nov 20 10:18:36 PST 2023","Mon Nov 20 10:37:42 PST 2023","Thu Nov 23 10:37:42 PST 2023","","","","1146","100% (20/20)","100% (20/20)","100% (20/20)","baseline","identity","https://i.imgur.com/pKAdoCv.png","https://i.imgur.com/gquD07O.png","Argument 1"
"3VMV5CHJZ8F88X4FESJEH5YG5IWTGL","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3QFUFYSY9YFL0WROE9HQGWHWGPP4FJ","A38DC3BG1ZCVZ2","Submitted","Mon Nov 20 10:39:38 PST 2023","Mon Nov 20 10:42:57 PST 2023","Thu Nov 23 10:42:57 PST 2023","","","","199","0% (0/0)","0% (0/0)","0% (0/0)","baseline","identity","https://i.imgur.com/pKAdoCv.png","https://i.imgur.com/gquD07O.png","Argument 1"
"3EQVJH0T40LM8TZQYY1W25AHKI9THK","3VQ3WJ3HVNW2HKT9PBNM1J8FIWXMIU","Select the most convincing argument","Categorize the given content based on the provided criteria","text, classification","$0.30","Mon Nov 20 10:18:25 PST 2023","5","BatchId:5158906;OriginalHitTemplateId:928390873;","1200","259200","Thu Nov 23 10:18:25 PST 2023","","","3NKQQ8O39Y5NJA7729DI50C53PTUDH","A2TBXASXZIRNNW","Submitted","Mon Nov 20 10:19:27 PST 2023","Mon Nov 20 10:24:21 PST 2023","Thu Nov 23 10:24:21 PST 2023","","","","294","100% (22/22)","100% (22/22)","100% (22/22)","similarity","fun","https://i.imgur.com/Dvo5oty.png","https://i.imgur.com/VEalFdv.png","Argument 2"
